ymd,date,dow_int,dow_str,day,doy,dos,is_weekday,is_weekend,is_holiday,is_busy,post_thx,woy,woy_dow,season_week,season_week_dow,month_int,month_str,year,season,season_num,quarter,month_year,month_day,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,December,February,January,March,November,2017-2018,2018-2019,2019-2020,2020-2021,views,log_views,ga_shift1,ga_shift2,ga_shift3,eod_snow_depth,avg_temp,snow,total_snowfall,total_snowfall_days,biggest_snowfall,max_base_depth,average_base_depth,max_summit_depth,average_summit_depth,tot_tix,day_tix,night_tix,tot_sp_est,day_sp_est,night_sp_est,tot_alpine,tot_day,tot_night
2019-11-07,2019-11-07,3,Thursday,7,311,7,True,False,False,False,False,45,45Thursday,1,1Thursday,11,November,2019,2019-2020,77.0,4,2019-11,11-07,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6531,8.784315349902657,4883.0,3740.0,4886.0,40.0,0,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-08,2019-11-08,4,Friday,8,312,8,True,False,False,False,False,45,45Friday,1,1Friday,11,November,2019,2019-2020,77.0,4,2019-11,11-08,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6305,8.74909824839902,6531.0,4883.0,3740.0,43.0,0,1,140,43,14,65,44,76,55,110.0,110.0,0.0,23.0,23.0,0.0,133.0,133.0,0.0
2019-11-09,2019-11-09,5,Saturday,9,313,9,False,True,False,False,False,45,45Saturday,1,1Saturday,11,November,2019,2019-2020,77.0,4,2019-11,11-09,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4608,8.435549202375727,6305.0,6531.0,4883.0,43.0,0,1,140,43,14,65,44,76,55,33.0,33.0,0.0,155.0,155.0,0.0,188.0,188.0,0.0
2019-11-10,2019-11-10,6,Sunday,10,314,10,False,True,False,False,False,45,45Sunday,1,1Sunday,11,November,2019,2019-2020,77.0,4,2019-11,11-10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4827,8.481980435660493,4608.0,6305.0,6531.0,43.0,0,1,140,43,14,65,44,76,55,34.0,34.0,0.0,180.0,180.0,0.0,214.0,214.0,0.0
2019-11-11,2019-11-11,0,Monday,11,315,11,True,False,True,False,False,46,46Monday,2,2Monday,11,November,2019,2019-2020,77.0,4,2019-11,11-11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4744,8.464635940677562,4827.0,4608.0,6305.0,36.0,0,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-12,2019-11-12,1,Tuesday,12,316,12,True,False,False,False,False,46,46Tuesday,2,2Tuesday,11,November,2019,2019-2020,77.0,4,2019-11,11-12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4400,8.389359819906353,4744.0,4827.0,4608.0,41.0,0,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-13,2019-11-13,2,Wednesday,13,317,13,True,False,False,False,False,46,46Wednesday,2,2Wednesday,11,November,2019,2019-2020,77.0,4,2019-11,11-13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4620,8.438149984075784,4400.0,4744.0,4827.0,37.0,0,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-14,2019-11-14,3,Thursday,14,318,14,True,False,False,False,False,46,46Thursday,2,2Thursday,11,November,2019,2019-2020,77.0,4,2019-11,11-14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4609,8.435766192720509,4620.0,4400.0,4744.0,42.0,0,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-15,2019-11-15,4,Friday,15,319,15,True,False,False,False,False,46,46Friday,2,2Friday,11,November,2019,2019-2020,77.0,4,2019-11,11-15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4173,8.336390480591552,4609.0,4620.0,4400.0,42.0,0,1,140,43,14,65,44,76,55,10.0,10.0,0.0,58.0,58.0,0.0,68.0,68.0,0.0
2019-11-16,2019-11-16,5,Saturday,16,320,16,False,True,False,False,False,46,46Saturday,2,2Saturday,11,November,2019,2019-2020,77.0,4,2019-11,11-16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4014,8.297543529356284,4173.0,4609.0,4620.0,35.0,0,1,140,43,14,65,44,76,55,40.0,40.0,0.0,153.0,153.0,0.0,193.0,193.0,0.0
2019-11-17,2019-11-17,6,Sunday,17,321,17,False,True,False,False,False,46,46Sunday,2,2Sunday,11,November,2019,2019-2020,77.0,4,2019-11,11-17,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4505,8.412943170042439,4014.0,4173.0,4609.0,41.0,0,1,140,43,14,65,44,76,55,22.0,22.0,0.0,126.0,126.0,0.0,148.0,148.0,0.0
2019-11-18,2019-11-18,0,Monday,18,322,18,True,False,False,False,False,47,47Monday,3,3Monday,11,November,2019,2019-2020,77.0,4,2019-11,11-18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4490,8.4096079807363,4505.0,4014.0,4173.0,44.0,0,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-19,2019-11-19,1,Tuesday,19,323,19,True,False,False,False,False,47,47Tuesday,3,3Tuesday,11,November,2019,2019-2020,77.0,4,2019-11,11-19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6692,8.808668062106715,4490.0,4505.0,4014.0,38.0,0,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-20,2019-11-20,2,Wednesday,20,324,20,True,False,False,False,False,47,47Wednesday,3,3Wednesday,11,November,2019,2019-2020,77.0,4,2019-11,11-20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,6218,8.735203590618699,6692.0,4490.0,4505.0,36.0,0,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-21,2019-11-21,3,Thursday,21,325,21,True,False,False,False,False,47,47Thursday,3,3Thursday,11,November,2019,2019-2020,77.0,4,2019-11,11-21,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5446,8.602636673233706,6218.0,6692.0,4490.0,31.0,0,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-22,2019-11-22,4,Friday,22,326,22,True,False,False,False,False,47,47Friday,3,3Friday,11,November,2019,2019-2020,77.0,4,2019-11,11-22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5534,8.618666160346871,5446.0,6218.0,6692.0,31.0,0,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-23,2019-11-23,5,Saturday,23,327,23,False,True,False,False,False,47,47Saturday,3,3Saturday,11,November,2019,2019-2020,77.0,4,2019-11,11-23,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5048,8.52674740422105,5534.0,5446.0,6218.0,31.0,0,1,140,43,14,65,44,76,55,17.0,17.0,0.0,59.0,59.0,0.0,76.0,76.0,0.0
2019-11-24,2019-11-24,6,Sunday,24,328,24,False,True,False,False,False,47,47Sunday,3,3Sunday,11,November,2019,2019-2020,77.0,4,2019-11,11-24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,6426,8.768107539675803,5048.0,5534.0,5446.0,33.0,0,1,140,43,14,65,44,76,55,14.0,14.0,0.0,68.0,68.0,0.0,82.0,82.0,0.0
2019-11-25,2019-11-25,0,Monday,25,329,25,True,False,False,False,False,48,48Monday,4,4Monday,11,November,2019,2019-2020,77.0,4,2019-11,11-25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10266,9.236592743120248,6426.0,5048.0,5534.0,25.0,0,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-26,2019-11-26,1,Tuesday,26,330,26,True,False,False,False,False,48,48Tuesday,4,4Tuesday,11,November,2019,2019-2020,77.0,4,2019-11,11-26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,15194,9.628655892063167,10266.0,6426.0,5048.0,20.0,0,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-27,2019-11-27,2,Wednesday,27,331,27,True,False,False,False,False,48,48Wednesday,4,4Wednesday,11,November,2019,2019-2020,77.0,4,2019-11,11-27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,24999,10.126591103050316,15194.0,10266.0,6426.0,24.0,7,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-28,2019-11-28,3,Thursday,28,332,28,True,False,True,False,False,48,48Thursday,4,4Thursday,11,November,2019,2019-2020,77.0,4,2019-11,11-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,15665,9.659184203386292,24999.0,15194.0,10266.0,26.0,7,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-29,2019-11-29,4,Friday,29,333,29,True,False,False,True,True,48,48Friday,4,4Friday,11,November,2019,2019-2020,77.0,4,2019-11,11-29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,30509,10.325777001034595,15665.0,24999.0,15194.0,22.0,6,1,140,43,14,65,44,76,55,190.0,190.0,0.0,758.0,758.0,0.0,948.0,948.0,0.0
2019-11-30,2019-11-30,5,Saturday,30,334,30,False,True,False,True,True,48,48Saturday,4,4Saturday,11,November,2019,2019-2020,77.0,4,2019-11,11-30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,23161,10.050225108647712,30509.0,15665.0,24999.0,18.0,7,1,140,43,14,65,44,76,55,259.0,259.0,0.0,958.0,958.0,0.0,1217.0,1217.0,0.0
2019-12-01,2019-12-01,6,Sunday,1,335,31,False,True,False,True,True,48,48Sunday,4,4Sunday,12,December,2019,2019-2020,77.0,4,2019-12,12-01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,35595,10.479960457537974,23161.0,30509.0,15665.0,26.0,9,1,140,43,14,65,44,76,55,144.0,144.0,0.0,927.0,927.0,0.0,1071.0,1071.0,0.0
2019-12-02,2019-12-02,0,Monday,2,336,32,True,False,False,False,False,49,49Monday,5,5Monday,12,December,2019,2019-2020,77.0,4,2019-12,12-02,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,26012,10.166313248989043,35595.0,23161.0,30509.0,32.0,9,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-03,2019-12-03,1,Tuesday,3,337,33,True,False,False,False,False,49,49Tuesday,5,5Tuesday,12,December,2019,2019-2020,77.0,4,2019-12,12-03,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,15911,9.674765972907856,26012.0,35595.0,23161.0,33.0,9,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-04,2019-12-04,2,Wednesday,4,338,34,True,False,False,False,False,49,49Wednesday,5,5Wednesday,12,December,2019,2019-2020,77.0,4,2019-12,12-04,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,13538,9.513255825068553,15911.0,26012.0,35595.0,31.0,8,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-05,2019-12-05,3,Thursday,5,339,35,True,False,False,False,False,49,49Thursday,5,5Thursday,12,December,2019,2019-2020,77.0,4,2019-12,12-05,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,13430,9.505246289517283,13538.0,15911.0,26012.0,30.0,8,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-06,2019-12-06,4,Friday,6,340,36,True,False,False,False,False,49,49Friday,5,5Friday,12,December,2019,2019-2020,77.0,4,2019-12,12-06,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15480,9.647304147143718,13430.0,13538.0,15911.0,34.0,8,1,140,43,14,65,44,76,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-07,2019-12-07,5,Saturday,7,341,37,False,True,False,False,False,49,49Saturday,5,5Saturday,12,December,2019,2019-2020,77.0,4,2019-12,12-07,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,33265,10.412261072175989,15480.0,13430.0,13538.0,36.0,10,1,140,43,14,65,44,76,55,369.0,369.0,0.0,1272.0,1272.0,0.0,1641.0,1641.0,0.0
2019-12-08,2019-12-08,6,Sunday,8,342,38,False,True,False,False,False,49,49Sunday,5,5Sunday,12,December,2019,2019-2020,77.0,4,2019-12,12-08,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,34662,10.45339926500932,33265.0,15480.0,13430.0,32.0,13,1,140,43,14,65,44,76,55,359.0,359.0,0.0,1431.0,1431.0,0.0,1790.0,1790.0,0.0
2019-12-09,2019-12-09,0,Monday,9,343,39,True,False,False,False,False,50,50Monday,6,6Monday,12,December,2019,2019-2020,77.0,4,2019-12,12-09,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18059,9.801399454452342,34662.0,33265.0,15480.0,25.0,12,1,140,43,14,65,44,76,55,63.0,63.0,0.0,417.0,417.0,0.0,480.0,480.0,0.0
2019-12-10,2019-12-10,1,Tuesday,10,344,40,True,False,False,False,False,50,50Tuesday,6,6Tuesday,12,December,2019,2019-2020,77.0,4,2019-12,12-10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,14338,9.570668634412817,18059.0,34662.0,33265.0,28.0,12,1,140,43,14,65,44,76,55,27.0,27.0,0.0,291.0,291.0,0.0,318.0,318.0,0.0
2019-12-11,2019-12-11,2,Wednesday,11,345,41,True,False,False,False,False,50,50Wednesday,6,6Wednesday,12,December,2019,2019-2020,77.0,4,2019-12,12-11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,25549,10.148353455922653,14338.0,18059.0,34662.0,32.0,15,1,140,43,14,65,44,76,55,51.0,51.0,0.0,282.0,282.0,0.0,333.0,333.0,0.0
2019-12-12,2019-12-12,3,Thursday,12,346,42,True,False,False,False,False,50,50Thursday,6,6Thursday,12,December,2019,2019-2020,77.0,4,2019-12,12-12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,47045,10.758859869440865,25549.0,14338.0,18059.0,33.0,19,1,140,43,14,65,44,76,55,70.0,70.0,0.0,426.0,426.0,0.0,496.0,496.0,0.0
2019-12-13,2019-12-13,4,Friday,13,347,43,True,False,False,False,False,50,50Friday,6,6Friday,12,December,2019,2019-2020,77.0,4,2019-12,12-13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,39563,10.585649617037317,47045.0,25549.0,14338.0,28.0,18,1,140,43,14,65,44,76,55,131.0,131.0,0.0,842.0,842.0,0.0,973.0,973.0,0.0
2019-12-14,2019-12-14,5,Saturday,14,348,44,False,True,False,False,False,50,50Saturday,6,6Saturday,12,December,2019,2019-2020,77.0,4,2019-12,12-14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,34727,10.455272761356362,39563.0,47045.0,25549.0,23.0,19,1,140,43,14,65,44,76,55,632.0,632.0,0.0,2299.0,2299.0,0.0,2931.0,2931.0,0.0
2019-12-15,2019-12-15,6,Sunday,15,349,45,False,True,False,False,False,50,50Sunday,6,6Sunday,12,December,2019,2019-2020,77.0,4,2019-12,12-15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,25403,10.142622556268384,34727.0,39563.0,47045.0,21.0,19,1,140,43,14,65,44,76,55,552.0,552.0,0.0,2228.0,2228.0,0.0,2780.0,2780.0,0.0
2019-12-16,2019-12-16,0,Monday,16,350,46,True,False,False,False,False,51,51Monday,7,7Monday,12,December,2019,2019-2020,77.0,4,2019-12,12-16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21168,9.960245886354738,25403.0,34727.0,39563.0,15.0,19,1,140,43,14,65,44,76,55,120.0,120.0,0.0,601.0,601.0,0.0,721.0,721.0,0.0
2019-12-17,2019-12-17,1,Tuesday,17,351,47,True,False,False,False,False,51,51Tuesday,7,7Tuesday,12,December,2019,2019-2020,77.0,4,2019-12,12-17,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,16443,9.707655133714226,21168.0,25403.0,34727.0,23.0,19,1,140,43,14,65,44,76,55,91.0,91.0,0.0,515.0,515.0,0.0,606.0,606.0,0.0
2019-12-18,2019-12-18,2,Wednesday,18,352,48,True,False,False,False,False,51,51Wednesday,7,7Wednesday,12,December,2019,2019-2020,77.0,4,2019-12,12-18,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,17047,9.743729514150925,16443.0,21168.0,25403.0,29.0,18,1,140,43,14,65,44,76,55,110.0,110.0,0.0,574.0,574.0,0.0,684.0,684.0,0.0
2019-12-19,2019-12-19,3,Thursday,19,353,49,True,False,False,False,False,51,51Thursday,7,7Thursday,12,December,2019,2019-2020,77.0,4,2019-12,12-19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,33563,10.421179548719396,17047.0,16443.0,21168.0,31.0,20,1,140,43,14,65,44,76,55,132.0,132.0,0.0,684.0,684.0,0.0,816.0,816.0,0.0
2019-12-20,2019-12-20,4,Friday,20,354,50,True,False,False,False,False,51,51Friday,7,7Friday,12,December,2019,2019-2020,77.0,4,2019-12,12-20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25005,10.126831083853004,33563.0,17047.0,16443.0,36.0,20,1,140,43,14,65,44,76,55,257.0,257.0,0.0,1528.0,1528.0,0.0,1785.0,1785.0,0.0
2019-12-21,2019-12-21,5,Saturday,21,355,51,False,True,False,False,False,51,51Saturday,7,7Saturday,12,December,2019,2019-2020,77.0,4,2019-12,12-21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21404,9.971333099431195,25005.0,33563.0,17047.0,40.0,19,1,140,43,14,65,44,76,55,779.0,611.0,168.0,2665.0,2392.0,273.0,3444.0,3003.0,441.0
2019-12-22,2019-12-22,6,Sunday,22,356,52,False,True,False,False,False,51,51Sunday,7,7Sunday,12,December,2019,2019-2020,77.0,4,2019-12,12-22,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,21617,9.981235321158053,21404.0,25005.0,33563.0,41.0,19,1,140,43,14,65,44,76,55,743.0,616.0,127.0,2433.0,2235.0,198.0,3176.0,2851.0,325.0
2019-12-23,2019-12-23,0,Monday,23,357,53,True,False,False,False,False,52,52Monday,8,8Monday,12,December,2019,2019-2020,77.0,4,2019-12,12-23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,31117,10.345509572617173,21617.0,21404.0,25005.0,33.0,20,1,140,43,14,65,44,76,55,768.0,604.0,164.0,1592.0,1376.0,216.0,2360.0,1980.0,380.0
2019-12-24,2019-12-24,1,Tuesday,24,358,54,True,False,False,False,False,52,52Tuesday,8,8Tuesday,12,December,2019,2019-2020,77.0,4,2019-12,12-24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,32053,10.375146061712408,31117.0,21617.0,21404.0,26.0,21,1,140,43,14,65,44,76,55,594.0,594.0,0.0,1753.0,1753.0,0.0,2347.0,2347.0,0.0
2019-12-25,2019-12-25,2,Wednesday,25,359,55,True,False,True,False,False,52,52Wednesday,8,8Wednesday,12,December,2019,2019-2020,77.0,4,2019-12,12-25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,28245,10.248671729759362,32053.0,31117.0,21617.0,23.0,24,1,140,43,14,65,44,76,55,769.0,644.0,125.0,1750.0,1578.0,172.0,2519.0,2222.0,297.0
2019-12-26,2019-12-26,3,Thursday,26,360,56,True,False,False,True,False,52,52Thursday,8,8Thursday,12,December,2019,2019-2020,77.0,4,2019-12,12-26,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,34929,10.461072708705126,28245.0,32053.0,31117.0,21.0,23,1,140,43,14,65,44,76,55,1596.0,1223.0,373.0,2922.0,2432.0,490.0,4518.0,3655.0,863.0
2019-12-27,2019-12-27,4,Friday,27,361,57,True,False,False,True,False,52,52Friday,8,8Friday,12,December,2019,2019-2020,77.0,4,2019-12,12-27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30350,10.320551796487644,34929.0,28245.0,32053.0,20.0,23,1,140,43,14,65,44,76,55,1741.0,1390.0,351.0,3123.0,2834.0,289.0,4864.0,4224.0,640.0
2019-12-28,2019-12-28,5,Saturday,28,362,58,False,True,False,True,False,52,52Saturday,8,8Saturday,12,December,2019,2019-2020,77.0,4,2019-12,12-28,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,26924,10.200773361130604,30350.0,34929.0,28245.0,23.0,22,1,140,43,14,65,44,76,55,1692.0,1297.0,395.0,3730.0,3331.0,399.0,5422.0,4628.0,794.0
2019-12-29,2019-12-29,6,Sunday,29,363,59,False,True,False,True,False,52,52Sunday,8,8Sunday,12,December,2019,2019-2020,77.0,4,2019-12,12-29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,40830,10.617172384313621,26924.0,30350.0,34929.0,28.0,23,1,140,43,14,65,44,76,55,1474.0,1186.0,288.0,3409.0,3111.0,298.0,4883.0,4297.0,586.0
2019-12-30,2019-12-30,0,Monday,30,364,60,True,False,False,True,False,1,1Monday,8,8Monday,12,December,2019,2019-2020,77.0,4,2019-12,12-30,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,31652,10.362556616729083,40830.0,26924.0,30350.0,25.0,22,1,140,43,14,65,44,76,55,1517.0,1150.0,367.0,2506.0,2134.0,372.0,4023.0,3284.0,739.0
2019-12-31,2019-12-31,1,Tuesday,31,365,61,True,False,False,True,False,1,1Tuesday,8,8Tuesday,12,December,2019,2019-2020,77.0,4,2019-12,12-31,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,34336,10.443949645430425,31652.0,40830.0,26924.0,28.0,23,1,140,43,14,65,44,76,55,1158.0,1011.0,147.0,2192.0,1897.0,295.0,3350.0,2908.0,442.0
2020-01-01,2020-01-01,2,Wednesday,1,1,64,True,False,True,True,False,1,1Wednesday,8,8Wednesday,1,January,2020,2019-2020,77.0,1,2020-01,01-01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,67601,11.121378054821049,34336.0,31652.0,40830.0,31.0,25,1,140,43,14,65,44,76,55,1427.0,957.0,470.0,4055.0,3195.0,860.0,5482.0,4152.0,1330.0
2020-01-02,2020-01-02,3,Thursday,2,2,65,True,False,False,True,False,1,1Thursday,8,8Thursday,1,January,2020,2019-2020,77.0,1,2020-01,01-02,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,30614,10.329212699651652,67601.0,34336.0,31652.0,28.0,25,1,140,43,14,65,44,76,55,1396.0,1029.0,367.0,3100.0,2671.0,429.0,4496.0,3700.0,796.0
2020-01-03,2020-01-03,4,Friday,3,3,66,True,False,False,True,False,1,1Friday,8,8Friday,1,January,2020,2019-2020,77.0,1,2020-01,01-03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,26244,10.175192670464767,30614.0,67601.0,34336.0,33.0,25,1,140,43,14,65,44,76,55,1328.0,913.0,415.0,2889.0,2368.0,521.0,4217.0,3281.0,936.0
2020-01-04,2020-01-04,5,Saturday,4,4,67,False,True,False,True,False,1,1Saturday,8,8Saturday,1,January,2020,2019-2020,77.0,1,2020-01,01-04,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,31599,10.360880753504652,26244.0,30614.0,67601.0,30.0,25,1,140,43,14,65,44,76,55,1692.0,1186.0,506.0,4539.0,3956.0,583.0,6231.0,5142.0,1089.0
2020-01-05,2020-01-05,6,Sunday,5,5,68,False,True,False,True,False,1,1Sunday,8,8Sunday,1,January,2020,2019-2020,77.0,1,2020-01,01-05,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,39158,10.575360022817218,31599.0,26244.0,30614.0,25.0,28,1,140,43,14,65,44,76,55,1147.0,879.0,268.0,4740.0,4358.0,382.0,5887.0,5237.0,650.0
2020-01-06,2020-01-06,0,Monday,6,6,69,True,False,False,False,False,2,2Monday,9,9Monday,1,January,2020,2019-2020,77.0,1,2020-01,01-06,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32769,10.397238225511654,39158.0,31599.0,26244.0,27.0,29,1,140,43,14,65,44,76,55,375.0,243.0,132.0,1226.0,956.0,270.0,1601.0,1199.0,402.0
2020-01-07,2020-01-07,1,Tuesday,7,7,70,True,False,False,False,False,2,2Tuesday,9,9Tuesday,1,January,2020,2019-2020,77.0,1,2020-01,01-07,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23425,10.061559107106623,32769.0,39158.0,31599.0,33.0,28,1,140,43,14,65,44,76,55,399.0,277.0,122.0,1486.0,1098.0,388.0,1885.0,1375.0,510.0
2020-01-08,2020-01-08,2,Wednesday,8,8,71,True,False,False,False,False,2,2Wednesday,9,9Wednesday,1,January,2020,2019-2020,77.0,1,2020-01,01-08,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,33059,10.406049122883656,23425.0,32769.0,39158.0,28.0,33,1,140,43,14,65,44,76,55,312.0,159.0,153.0,1516.0,1004.0,512.0,1828.0,1163.0,665.0
2020-01-09,2020-01-09,3,Thursday,9,9,72,True,False,False,False,False,2,2Thursday,9,9Thursday,1,January,2020,2019-2020,77.0,1,2020-01,01-09,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,39102,10.573928895560435,33059.0,23425.0,32769.0,22.0,33,1,140,43,14,65,44,76,55,464.0,236.0,228.0,1739.0,997.0,742.0,2203.0,1233.0,970.0
2020-01-10,2020-01-10,4,Friday,10,10,73,True,False,False,False,False,2,2Friday,9,9Friday,1,January,2020,2019-2020,77.0,1,2020-01,01-10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,43849,10.688507192523186,39102.0,33059.0,23425.0,19.0,34,1,140,43,14,65,44,76,55,1114.0,705.0,409.0,2010.0,1382.0,628.0,3124.0,2087.0,1037.0
2020-01-11,2020-01-11,5,Saturday,11,11,74,False,True,False,False,False,2,2Saturday,9,9Saturday,1,January,2020,2019-2020,77.0,1,2020-01,01-11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,83426,11.331715290362238,43849.0,39102.0,33059.0,26.0,42,1,140,43,14,65,44,76,55,1689.0,1171.0,518.0,5441.0,4792.0,649.0,7130.0,5963.0,1167.0
2020-01-12,2020-01-12,6,Sunday,12,12,75,False,True,False,False,False,2,2Sunday,9,9Sunday,1,January,2020,2019-2020,77.0,1,2020-01,01-12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,85084,11.351394282783541,83426.0,43849.0,39102.0,23.0,52,1,140,43,14,65,44,76,55,1297.0,1040.0,257.0,4944.0,4435.0,509.0,6241.0,5475.0,766.0
2020-01-13,2020-01-13,0,Monday,13,13,76,True,False,False,False,False,3,3Monday,10,10Monday,1,January,2020,2019-2020,77.0,1,2020-01,01-13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,55936,10.931963459015208,85084.0,83426.0,43849.0,20.0,54,1,140,43,14,65,44,76,55,437.0,276.0,161.0,1987.0,1605.0,382.0,2424.0,1881.0,543.0
